F5GI2_02291	F5GI_2_bin.3	GT9
F5GI2_02303	F5GI_2_bin.3	GT30
F5GI2_02304	F5GI_2_bin.3	GT9
F5GI2_02305	F5GI_2_bin.3	GT25
F5GI2_02317	F5GI_2_bin.3	GT4
F5GI2_02445	F5GI_2_bin.3	GH13
F5GI2_02448	F5GI_2_bin.3	CBM69
F5GI2_02449	F5GI_2_bin.3	GH13
F5GI2_02452	F5GI_2_bin.3	GH13
F5GI2_02484	F5GI_2_bin.3	GT35
F5GI2_02485	F5GI_2_bin.3	GH77
F5GI2_02486	F5GI_2_bin.3	GH13
F5GI2_02487	F5GI_2_bin.3	GT51
F5GI2_02488	F5GI_2_bin.3	GH13
F5GI2_02526	F5GI_2_bin.3	GH13
F5GI2_02608	F5GI_2_bin.3	GH92
F5GI2_02609	F5GI_2_bin.3	GH92
F5GI2_02610	F5GI_2_bin.3	GH92
F5GI2_02611	F5GI_2_bin.3	GH92
F5GI2_02612	F5GI_2_bin.3	GH92
F5GI2_02623	F5GI_2_bin.3	CE1
F5GI2_02631	F5GI_2_bin.3	GH73
F5GI2_02691	F5GI_2_bin.3	GH73
F5GI2_02927	F5GI_2_bin.3	GH103
F5GI2_02973	F5GI_2_bin.3	CE9
F5GI2_03016	F5GI_2_bin.3	GH73
F5GI2_03042	F5GI_2_bin.3	GH20
F5GI2_03123	F5GI_2_bin.3	AA6
F5GI2_03243	F5GI_2_bin.3	GH65
F5GI2_03247	F5GI_2_bin.3	GH32
F5GI2_03248	F5GI_2_bin.3	GH13
F5GI2_03439	F5GI_2_bin.3	GT4
F5GI2_03440	F5GI_2_bin.3	GT4
F5GI2_03441	F5GI_2_bin.3	GT4
F5GI2_03448	F5GI_2_bin.3	GT4
F5GI2_03449	F5GI_2_bin.3	GT2
F5GI2_03476	F5GI_2_bin.3	CBM5
F5GI2_03480	F5GI_2_bin.3	AA10
F5GI2_03511	F5GI_2_bin.3	CBM44
F5GI2_03534	F5GI_2_bin.3	AA3
F5GI2_03582	F5GI_2_bin.3	GH32
F5GI2_03656	F5GI_2_bin.3	CE11
F5GI2_03661	F5GI_2_bin.3	GT28
F5GI2_03858	F5GI_2_bin.3	GH18
F5GI2_03875	F5GI_2_bin.3	GH3
F5GI2_03998	F5GI_2_bin.3	GH18
F5GI2_04008	F5GI_2_bin.3	GH1
F5GI2_04021	F5GI_2_bin.3	CE1
F5GI2_04034	F5GI_2_bin.3	AA10
F5GI2_04048	F5GI_2_bin.3	GH63
F5GI2_04201	F5GI_2_bin.1	GT28
F5GI2_04206	F5GI_2_bin.1	CE11
F5GI2_04235	F5GI_2_bin.3	AA3
F5GI2_04251	F5GI_2_bin.3	GT5
F5GI2_04329	F5GI_2_bin.3	GH4
F5GI2_04333	F5GI_2_bin.3	CBM12
F5GI2_04482	F5GI_2_bin.3	GH23
F5GI2_04530	F5GI_2_bin.3	GH13
F5GI2_04590	F5GI_2_bin.1	GH20
F5GI2_04592	F5GI_2_bin.1	CE9
F5GI2_04604	F5GI_2_bin.1	GH103
F5GI2_04684	F5GI_2_bin.3	GH13
F5GI2_04843	F5GI_2_bin.1	AA6
F5GI2_04855	F5GI_2_bin.1	GH23
F5GI2_04960	F5GI_2_bin.3	GH1
F5GI2_04990	F5GI_2_bin.3	GH23
F5GI2_05097	F5GI_2_bin.1	PL22
F5GI2_05113	F5GI_2_bin.1	GH19
F5GI2_05360	F5GI_2_bin.1	GT19
F5GI2_05502	F5GI_2_bin.1	GT25
F5GI2_05557	F5GI_2_bin.3	CBM50
F5GI2_05624	F5GI_2_bin.1	GH3
F5GI2_05657	F5GI_2_bin.1	GH18
F5GI2_05778	F5GI_2_bin.1	CBM73
F5GI2_05800	F5GI_2_bin.1	GT9
F5GI2_05810	F5GI_2_bin.1	GT4
F5GI2_06018	F5GI_2_bin.1	GH19
F5GI2_06114	F5GI_2_bin.3	AA1
F5GI2_06167	F5GI_2_bin.3	GH3
F5GI2_06173	F5GI_2_bin.3	GH23
F5GI2_06178	F5GI_2_bin.3	GH23
F5GI2_06271	F5GI_2_bin.3	GH19
F5GI2_06364	F5GI_2_bin.1	GH19
F5GI2_06446	F5GI_2_bin.3	GT51
F5GI2_06534	F5GI_2_bin.1	CBM50
F5GI2_06551	F5GI_2_bin.1	GT51
F5GI2_06639	F5GI_2_bin.1	GH36
F5GI2_06640	F5GI_2_bin.1	GH2
F5GI2_06832	F5GI_2_bin.1	GH23
F5GI2_07216	F5GI_2_bin.1	GH23
F5GI2_07237	F5GI_2_bin.1	GT2
F5GI2_07238	F5GI_2_bin.1	GT9
F5GI2_07239	F5GI_2_bin.1	CE4
F5GI2_07331	F5GI_2_bin.2	GH13
F5GI2_07387	F5GI_2_bin.1	GH24
F5GI2_07484	F5GI_2_bin.1	GH102
F5GI2_07489	F5GI_2_bin.1	GH13
F5GI2_07490	F5GI_2_bin.1	GH77
F5GI2_07491	F5GI_2_bin.1	GT35
F5GI2_07600	F5GI_2_bin.2	GT5
F5GI2_07753	F5GI_2_bin.1	GH73
F5GI2_07793	F5GI_2_bin.2	CE4
F5GI2_08074	F5GI_2_bin.2	GH38
F5GI2_08080	F5GI_2_bin.2	GH1
F5GI2_08138	F5GI_2_bin.2	GT35
F5GI2_08227	F5GI_2_bin.3	GH23
F5GI2_08234	F5GI_2_bin.2	CBM5
F5GI2_08497	F5GI_2_bin.3	GH13
F5GI2_08651	F5GI_2_bin.2	GT2
F5GI2_08654	F5GI_2_bin.2	GH4
F5GI2_08684	F5GI_2_bin.1	GH13
F5GI2_08685	F5GI_2_bin.1	GH13
F5GI2_09030	F5GI_2_bin.1	GH13
F5GI2_09111	F5GI_2_bin.2	GH13
F5GI2_09172	F5GI_2_bin.2	GT51
F5GI2_09301	F5GI_2_bin.1	GT30
F5GI2_09303	F5GI_2_bin.1	GT9
F5GI2_09304	F5GI_2_bin.1	GT2
F5GI2_09305	F5GI_2_bin.1	GT9
F5GI2_09323	F5GI_2_bin.2	GH13
F5GI2_09341	F5GI_2_bin.2	GH31
F5GI2_09348	F5GI_2_bin.2	CE3
F5GI2_09495	F5GI_2_bin.2	GH13
F5GI2_09525	F5GI_2_bin.2	GH36
F5GI2_09715	F5GI_2_bin.1	GT51
F5GI2_09718	F5GI_2_bin.1	GH23
F5GI2_09931	F5GI_2_bin.2	GH13
F5GI2_09984	F5GI_2_bin.2	GH32
F5GI2_10025	F5GI_2_bin.2	GH13
F5GI2_10050	F5GI_2_bin.2	GT41
F5GI2_10280	F5GI_2_bin.2	GH130
F5GI2_10282	F5GI_2_bin.2	GH130
F5GI2_10319	F5GI_2_bin.2	CE9
F5GI2_10358	F5GI_2_bin.2	CE4
F5GI2_10473	F5GI_2_bin.2	GH133
F5GI2_10632	F5GI_2_bin.2	GH31
F5GI2_10643	F5GI_2_bin.2	GH13
F5GI2_10988	F5GI_2_bin.2	CE7
F5GI2_10989	F5GI_2_bin.2	CE7
F5GI2_11082	F5GI_2_bin.1	GH23
F5GI2_11090	F5GI_2_bin.1	GT2
F5GI2_11319	F5GI_2_bin.2	GT5
F5GI2_11460	F5GI_2_bin.2	GH36
F5GI2_11487	F5GI_2_bin.3	AA2
F5GI2_12129	F5GI_2_bin.2	GH112
F5GI2_12130	F5GI_2_bin.2	GH112
F5GI2_12240	F5GI_2_bin.2	CE9
F5GI2_12756	F5GI_2_bin.2	GH13
F5GI2_12796	F5GI_2_bin.2	CE3
F5GI2_12846	F5GI_2_bin.1	GH19
F5GI2_12880	F5GI_2_bin.2	CE4
F5GI2_13128	F5GI_2_bin.2	GH13
F5GI3_00028	F5GI_3_bin.2	GH32
F5GI3_00048	F5GI_3_bin.2	GH2
F5GI3_00204	F5GI_3_bin.2	GH20
F5GI3_00222	F5GI_3_bin.2	GH38
F5GI3_00278	F5GI_3_bin.2	GH18
F5GI3_00312	F5GI_3_bin.2	AA3
F5GI3_00542	F5GI_3_bin.2	GH13
F5GI3_00584	F5GI_3_bin.2	GT4
F5GI3_00587	F5GI_3_bin.2	GT4
F5GI3_00702	F5GI_3_bin.2	GT9
F5GI3_00797	F5GI_3_bin.2	GH23
F5GI3_00831	F5GI_3_bin.2	CE16
F5GI3_00833	F5GI_3_bin.2	GH32
F5GI3_00905	F5GI_3_bin.2	GH73
F5GI3_01220	F5GI_3_bin.2	GH23
F5GI3_01238	F5GI_3_bin.2	GH63
F5GI3_01242	F5GI_3_bin.2	GH2
F5GI3_01256	F5GI_3_bin.2	GH23
F5GI3_01278	F5GI_3_bin.2	GH102
F5GI3_01307	F5GI_3_bin.2	CBM73
F5GI3_01340	F5GI_3_bin.2	GT19
F5GI3_01349	F5GI_3_bin.2	GH23
F5GI3_01367	F5GI_3_bin.2	AA6
F5GI3_01386	F5GI_3_bin.2	GH4
F5GI3_01529	F5GI_3_bin.2	AA4
F5GI3_01595	F5GI_3_bin.2	GT2
F5GI3_01642	F5GI_3_bin.2	GH36
F5GI3_01707	F5GI_3_bin.2	PL17
F5GI3_01708	F5GI_3_bin.2	PL17
F5GI3_01709	F5GI_3_bin.2	PL7
F5GI3_01729	F5GI_3_bin.2	AA2
F5GI3_01730	F5GI_3_bin.2	PL7
F5GI3_01738	F5GI_3_bin.2	GH23
F5GI3_01740	F5GI_3_bin.2	PL38
F5GI3_01743	F5GI_3_bin.2	PL6
F5GI3_01786	F5GI_3_bin.2	GH1
F5GI3_01806	F5GI_3_bin.2	PL22
F5GI3_01871	F5GI_3_bin.2	GH13
F5GI3_01918	F5GI_3_bin.2	PL7
F5GI3_01923	F5GI_3_bin.2	GT41
F5GI3_01950	F5GI_3_bin.2	GH2
F5GI3_01953	F5GI_3_bin.2	GH36
F5GI3_01979	F5GI_3_bin.2	GH13
F5GI3_02001	F5GI_3_bin.2	GT2
F5GI3_02002	F5GI_3_bin.2	GT83
F5GI3_02096	F5GI_3_bin.2	GH36
F5GI3_02212	F5GI_3_bin.2	GH18
F5GI3_02296	F5GI_3_bin.2	GH18
F5GI3_02493	F5GI_3_bin.2	GT4
F5GI3_02505	F5GI_3_bin.2	GT25
F5GI3_02506	F5GI_3_bin.2	GT9
F5GI3_02507	F5GI_3_bin.2	GT30
F5GI3_02519	F5GI_3_bin.2	GT9
F5GI3_02520	F5GI_3_bin.2	GT2
F5GI3_02521	F5GI_3_bin.2	GT2
F5GI3_02522	F5GI_3_bin.2	GT90
F5GI3_02558	F5GI_3_bin.2	CE1
F5GI3_02691	F5GI_3_bin.2	GH13
F5GI3_02694	F5GI_3_bin.2	CBM69
F5GI3_02695	F5GI_3_bin.2	GH13
F5GI3_02698	F5GI_3_bin.2	GH13
F5GI3_02730	F5GI_3_bin.2	GT35
F5GI3_02731	F5GI_3_bin.2	GH77
F5GI3_02732	F5GI_3_bin.2	GH13
F5GI3_02733	F5GI_3_bin.2	GT51
F5GI3_02734	F5GI_3_bin.2	GH13
F5GI3_02771	F5GI_3_bin.2	GH13
F5GI3_02851	F5GI_3_bin.2	GH92
F5GI3_02852	F5GI_3_bin.2	GH92
F5GI3_02853	F5GI_3_bin.2	GH92
F5GI3_02854	F5GI_3_bin.2	GH92
F5GI3_02855	F5GI_3_bin.2	GH92
F5GI3_02866	F5GI_3_bin.2	CE1
F5GI3_02874	F5GI_3_bin.2	GH73
F5GI3_02891	F5GI_3_bin.2	GH13
F5GI3_02892	F5GI_3_bin.2	GH32
F5GI3_02896	F5GI_3_bin.2	GH65
F5GI3_03013	F5GI_3_bin.2	AA6
F5GI3_03277	F5GI_3_bin.2	GT4
F5GI3_03278	F5GI_3_bin.2	GT4
F5GI3_03279	F5GI_3_bin.2	GT4
F5GI3_03286	F5GI_3_bin.2	GT4
F5GI3_03287	F5GI_3_bin.2	GT2
F5GI3_03314	F5GI_3_bin.2	CBM5
F5GI3_03318	F5GI_3_bin.2	AA10
F5GI3_03350	F5GI_3_bin.2	CBM44
F5GI3_03372	F5GI_3_bin.2	AA3
F5GI3_03420	F5GI_3_bin.2	GH32
F5GI3_03533	F5GI_3_bin.2	GH18
F5GI3_03550	F5GI_3_bin.2	GH3
F5GI3_03556	F5GI_3_bin.2	GH13
F5GI3_03664	F5GI_3_bin.2	CE11
F5GI3_03669	F5GI_3_bin.2	GT28
F5GI3_03801	F5GI_3_bin.2	GH103
F5GI3_03883	F5GI_3_bin.2	GH18
F5GI3_03893	F5GI_3_bin.2	GH1
F5GI3_03906	F5GI_3_bin.2	CE1
F5GI3_03919	F5GI_3_bin.2	AA10
F5GI3_03933	F5GI_3_bin.2	GH63
F5GI3_04076	F5GI_3_bin.2	GT5
F5GI3_04092	F5GI_3_bin.2	AA3
F5GI3_04121	F5GI_3_bin.4	CE11
F5GI3_04126	F5GI_3_bin.4	GT28
F5GI3_04274	F5GI_3_bin.2	CBM12
F5GI3_04278	F5GI_3_bin.2	GH4
F5GI3_04367	F5GI_3_bin.4	PL22
F5GI3_04418	F5GI_3_bin.2	GH9
F5GI3_04420	F5GI_3_bin.2	GH20
F5GI3_04421	F5GI_3_bin.2	GH94
F5GI3_04431	F5GI_3_bin.2	GT51
F5GI3_04513	F5GI_3_bin.4	AA6
F5GI3_04526	F5GI_3_bin.4	GH23
F5GI3_04535	F5GI_3_bin.2	GH20
F5GI3_04561	F5GI_3_bin.2	GH73
F5GI3_04602	F5GI_3_bin.2	CE9
F5GI3_04638	F5GI_3_bin.2	GH13
F5GI3_04686	F5GI_3_bin.2	GH23
F5GI3_04753	F5GI_3_bin.2	GH13
F5GI3_05031	F5GI_3_bin.4	GT9
F5GI3_05105	F5GI_3_bin.3	GH23
F5GI3_05113	F5GI_3_bin.3	GT28
F5GI3_05191	F5GI_3_bin.2	GH1
F5GI3_05248	F5GI_3_bin.2	GH23
F5GI3_05343	F5GI_3_bin.3	GT2
F5GI3_05519	F5GI_3_bin.1	CE4
F5GI3_05651	F5GI_3_bin.2	CBM50
F5GI3_05715	F5GI_3_bin.4	GH3
F5GI3_05790	F5GI_3_bin.4	GH102
F5GI3_05847	F5GI_3_bin.4	GT19
F5GI3_05992	F5GI_3_bin.3	GT2
F5GI3_06087	F5GI_3_bin.4	GH19
F5GI3_06135	F5GI_3_bin.4	GH103
F5GI3_06147	F5GI_3_bin.4	CE9
F5GI3_06149	F5GI_3_bin.4	GH20
F5GI3_06189	F5GI_3_bin.2	AA1
F5GI3_06242	F5GI_3_bin.2	GH3
F5GI3_06248	F5GI_3_bin.2	GH23
F5GI3_06253	F5GI_3_bin.2	GH23
F5GI3_06405	F5GI_3_bin.3	GT41
F5GI3_06407	F5GI_3_bin.3	GH57
F5GI3_06465	F5GI_3_bin.2	GH19
F5GI3_06617	F5GI_3_bin.3	PL38
F5GI3_06618	F5GI_3_bin.3	PL38
F5GI3_06637	F5GI_3_bin.3	GT4
F5GI3_06680	F5GI_3_bin.4	GT51
F5GI3_06732	F5GI_3_bin.3	GT2
F5GI3_06765	F5GI_3_bin.3	GH23
F5GI3_06814	F5GI_3_bin.3	GT26
F5GI3_06822	F5GI_3_bin.3	GT19
F5GI3_06831	F5GI_3_bin.2	GT51
F5GI3_06882	F5GI_3_bin.4	GH19
F5GI3_07224	F5GI_3_bin.3	GT41
F5GI3_07244	F5GI_3_bin.4	CBM50
F5GI3_07504	F5GI_3_bin.3	GT2
F5GI3_07519	F5GI_3_bin.4	GT25
F5GI3_07550	F5GI_3_bin.3	CE1
F5GI3_07559	F5GI_3_bin.4	GH19
F5GI3_07856	F5GI_3_bin.4	GH36
F5GI3_07858	F5GI_3_bin.4	GH18
F5GI3_07906	F5GI_3_bin.1	GT35
F5GI3_08049	F5GI_3_bin.4	GH19
F5GI3_08251	F5GI_3_bin.4	GH36
F5GI3_08280	F5GI_3_bin.4	GH23
F5GI3_08290	F5GI_3_bin.4	GH2
F5GI3_08329	F5GI_3_bin.3	GH77
F5GI3_08392	F5GI_3_bin.1	GT5
F5GI3_08484	F5GI_3_bin.4	GH13
F5GI3_08579	F5GI_3_bin.4	GT2
F5GI3_08580	F5GI_3_bin.4	GT9
F5GI3_08581	F5GI_3_bin.4	CE4
F5GI3_08665	F5GI_3_bin.4	GH23
F5GI3_08668	F5GI_3_bin.4	GT51
F5GI3_08751	F5GI_3_bin.4	GH23
F5GI3_08761	F5GI_3_bin.1	GH23
F5GI3_08991	F5GI_3_bin.7	GH4
F5GI3_09075	F5GI_3_bin.1	GT26
F5GI3_09080	F5GI_3_bin.1	GT4
F5GI3_09125	F5GI_3_bin.1	GH13
F5GI3_09137	F5GI_3_bin.4	GT30
F5GI3_09139	F5GI_3_bin.4	GT9
F5GI3_09140	F5GI_3_bin.4	GT2
F5GI3_09141	F5GI_3_bin.4	GT9
F5GI3_09150	F5GI_3_bin.1	GT28
F5GI3_09157	F5GI_3_bin.1	GH23
F5GI3_09512	F5GI_3_bin.3	GT28
F5GI3_09611	F5GI_3_bin.1	CE4
F5GI3_09718	F5GI_3_bin.7	GT51
F5GI3_09728	F5GI_3_bin.1	GH36
F5GI3_09841	F5GI_3_bin.4	GH73
F5GI3_10249	F5GI_3_bin.7	GH18
F5GI3_10314	F5GI_3_bin.1	GH2
F5GI3_10344	F5GI_3_bin.3	GT4
F5GI3_10379	F5GI_3_bin.3	CE9
F5GI3_10528	F5GI_3_bin.4	CBM73
F5GI3_10748	F5GI_3_bin.7	CE4
F5GI3_10837	F5GI_3_bin.1	GH13
F5GI3_11004	F5GI_3_bin.1	GH36
F5GI3_11025	F5GI_3_bin.7	GT26
F5GI3_11030	F5GI_3_bin.7	GT4
F5GI3_11210	F5GI_3_bin.4	GH23
F5GI3_11231	F5GI_3_bin.3	GT35
F5GI3_11251	F5GI_3_bin.3	GT2
F5GI3_11709	F5GI_3_bin.1	GH1
F5GI3_11966	F5GI_3_bin.7	GH23
F5GI3_12085	F5GI_3_bin.3	GT4
F5GI3_12096	F5GI_3_bin.3	GT51
F5GI3_12330	F5GI_3_bin.5	GH13
F5GI3_12585	F5GI_3_bin.6	GT2
F5GI3_12610	F5GI_3_bin.5	CE3
F5GI3_12628	F5GI_3_bin.7	GH38
F5GI3_12723	F5GI_3_bin.7	SLH
F5GI3_12848	F5GI_3_bin.1	GH13
F5GI3_12938	F5GI_3_bin.1	GH38
F5GI3_13238	F5GI_3_bin.5	CBM5
F5GI3_13332	F5GI_3_bin.1	GH77
F5GI3_13522	F5GI_3_bin.7	GT2
F5GI3_13565	F5GI_3_bin.7	GT28
F5GI3_13758	F5GI_3_bin.5	GH13
F5GI3_13885	F5GI_3_bin.5	GT5
F5GI3_13886	F5GI_3_bin.5	GT35
F5GI3_13997	F5GI_3_bin.7	GH13
F5GI3_14065	F5GI_3_bin.3	GT5
F5GI3_14337	F5GI_3_bin.7	GH32
F5GI3_14522	F5GI_3_bin.3	GT41
F5GI3_14574	F5GI_3_bin.4	GT4
F5GI3_14593	F5GI_3_bin.7	GH23
F5GI3_14976	F5GI_3_bin.7	GH18
F5GI3_15244	F5GI_3_bin.5	GH4
F5GI3_15572	F5GI_3_bin.5	CE9
F5GI3_15783	F5GI_3_bin.1	SLH
F5GI3_15859	F5GI_3_bin.3	GT42
F5GI3_15860	F5GI_3_bin.3	GT42
F5GI3_15974	F5GI_3_bin.7	GH25
F5GI3_15984	F5GI_3_bin.5	GH13
F5GI3_16093	F5GI_3_bin.7	GH13
F5GI3_16280	F5GI_3_bin.5	GH13
F5GI3_16592	F5GI_3_bin.2	AA2
F5GI3_16798	F5GI_3_bin.5	CE7
F5GI3_16840	F5GI_3_bin.5	GH32
F5GI3_17496	F5GI_3_bin.1	CE4
F5GI3_17878	F5GI_3_bin.5	GH1
F5GI3_18059	F5GI_3_bin.1	GH73
F5GI3_18538	F5GI_3_bin.5	CE9
F5GI3_19189	F5GI_3_bin.5	GH65
F5GI3_20328	F5GI_3_bin.7	PL17
F5HG2_00030	F5HG_2_bin.1	GH32
F5HG2_00032	F5HG_2_bin.1	CE16
F5HG2_00066	F5HG_2_bin.1	GH23
F5HG2_00163	F5HG_2_bin.1	GT9
F5HG2_00277	F5HG_2_bin.1	GT4
F5HG2_00280	F5HG_2_bin.1	GT4
F5HG2_00321	F5HG_2_bin.1	GH13
F5HG2_00544	F5HG_2_bin.1	GH4
F5HG2_00563	F5HG_2_bin.1	AA6
F5HG2_00581	F5HG_2_bin.1	GH23
F5HG2_00590	F5HG_2_bin.1	GT19
F5HG2_00624	F5HG_2_bin.1	CBM73
F5HG2_00653	F5HG_2_bin.1	GH102
F5HG2_00675	F5HG_2_bin.1	GH23
F5HG2_00689	F5HG_2_bin.1	GH2
F5HG2_00693	F5HG_2_bin.1	GH63
F5HG2_00711	F5HG_2_bin.1	GH23
F5HG2_00795	F5HG_2_bin.1	GH18
F5HG2_00852	F5HG_2_bin.1	GH38
F5HG2_00870	F5HG_2_bin.1	GH20
F5HG2_01027	F5HG_2_bin.1	GH2
F5HG2_01048	F5HG_2_bin.1	GH32
F5HG2_01128	F5HG_2_bin.1	PL17
F5HG2_01129	F5HG_2_bin.1	PL17
F5HG2_01130	F5HG_2_bin.1	PL7
F5HG2_01150	F5HG_2_bin.1	AA2
F5HG2_01151	F5HG_2_bin.1	PL7
F5HG2_01159	F5HG_2_bin.1	GH23
F5HG2_01161	F5HG_2_bin.1	PL38
F5HG2_01164	F5HG_2_bin.1	PL6
F5HG2_01207	F5HG_2_bin.1	GH1
F5HG2_01227	F5HG_2_bin.1	PL22
F5HG2_01248	F5HG_2_bin.1	AA3
F5HG2_01264	F5HG_2_bin.1	GT5
F5HG2_01438	F5HG_2_bin.1	GH18
F5HG2_01523	F5HG_2_bin.1	GH18
F5HG2_01707	F5HG_2_bin.1	CE1
F5HG2_01743	F5HG_2_bin.1	GT90
F5HG2_01744	F5HG_2_bin.1	GT2
F5HG2_01745	F5HG_2_bin.1	GT2
F5HG2_01746	F5HG_2_bin.1	GT9
F5HG2_01758	F5HG_2_bin.1	GT30
F5HG2_01759	F5HG_2_bin.1	GT9
F5HG2_01760	F5HG_2_bin.1	GT25
F5HG2_01772	F5HG_2_bin.1	GT4
F5HG2_01888	F5HG_2_bin.1	GH73
F5HG2_01896	F5HG_2_bin.1	CE1
F5HG2_01907	F5HG_2_bin.1	GH92
F5HG2_01908	F5HG_2_bin.1	GH92
F5HG2_01909	F5HG_2_bin.1	GH92
F5HG2_01910	F5HG_2_bin.1	GH92
F5HG2_01911	F5HG_2_bin.1	GH92
F5HG2_01992	F5HG_2_bin.1	GH13
F5HG2_02029	F5HG_2_bin.1	GH13
F5HG2_02030	F5HG_2_bin.1	GT51
F5HG2_02031	F5HG_2_bin.1	GH13
F5HG2_02032	F5HG_2_bin.1	GH77
F5HG2_02033	F5HG_2_bin.1	GT35
F5HG2_02065	F5HG_2_bin.1	GH13
F5HG2_02068	F5HG_2_bin.1	GH13
F5HG2_02069	F5HG_2_bin.1	CBM69
F5HG2_02072	F5HG_2_bin.1	GH13
F5HG2_02144	F5HG_2_bin.1	GH73
F5HG2_02364	F5HG_2_bin.1	AA6
F5HG2_02486	F5HG_2_bin.1	GH65
F5HG2_02490	F5HG_2_bin.1	GH32
F5HG2_02491	F5HG_2_bin.1	GH13
F5HG2_02807	F5HG_2_bin.1	AA3
F5HG2_02838	F5HG_2_bin.1	GH32
F5HG2_02886	F5HG_2_bin.1	AA3
F5HG2_02908	F5HG_2_bin.1	CBM44
F5HG2_02939	F5HG_2_bin.1	AA10
F5HG2_02943	F5HG_2_bin.1	CBM5
F5HG2_02970	F5HG_2_bin.1	GT2
F5HG2_02971	F5HG_2_bin.1	GT4
F5HG2_02978	F5HG_2_bin.1	GT4
F5HG2_02979	F5HG_2_bin.1	GT4
F5HG2_02980	F5HG_2_bin.1	GT4
F5HG2_03096	F5HG_2_bin.1	GH18
F5HG2_03113	F5HG_2_bin.1	GH3
F5HG2_03119	F5HG_2_bin.1	GH13
F5HG2_03227	F5HG_2_bin.1	CE11
F5HG2_03232	F5HG_2_bin.1	GT28
F5HG2_03344	F5HG_2_bin.1	GH36
F5HG2_03392	F5HG_2_bin.1	GT2
F5HG2_03458	F5HG_2_bin.1	AA4
F5HG2_03678	F5HG_2_bin.1	GH103
F5HG2_03737	F5HG_2_bin.1	GH13
F5HG2_03759	F5HG_2_bin.1	GT2
F5HG2_03760	F5HG_2_bin.1	GT83
F5HG2_03868	F5HG_2_bin.1	GH13
F5HG2_03915	F5HG_2_bin.1	PL7
F5HG2_03941	F5HG_2_bin.7	CE11
F5HG2_03946	F5HG_2_bin.7	GT28
F5HG2_04023	F5HG_2_bin.1	GH4
F5HG2_04027	F5HG_2_bin.1	CBM12
F5HG2_04213	F5HG_2_bin.1	GH13
F5HG2_04261	F5HG_2_bin.1	GH23
F5HG2_04299	F5HG_2_bin.1	GH73
F5HG2_04326	F5HG_2_bin.1	GH20
F5HG2_04639	F5HG_2_bin.1	GH63
F5HG2_04676	F5HG_2_bin.1	GH36
F5HG2_04768	F5HG_2_bin.8	GH82
F5HG2_04776	F5HG_2_bin.8	GH82
F5HG2_04777	F5HG_2_bin.8	GH110
F5HG2_04778	F5HG_2_bin.8	GH2
F5HG2_04791	F5HG_2_bin.8	GH2
